date,timestamp,type,strike,expiration,contracts,premium,notional_value,unusual,sentiment
2025-11-04,2025-11-04T16:42:00,call,397.0,2025-11-07,96,3.58,34403.82,False,call
2025-11-04,2025-11-04T14:11:00,call,339.0,2025-11-11,391,0.67,26123.42,False,call
2025-11-04,2025-11-04T10:28:00,put,387.0,2025-11-11,19,2.66,5063.22,False,put
2025-11-04,2025-11-04T09:15:00,put,376.0,2025-12-04,113,4.69,53053.1,False,put
2025-11-04,2025-11-04T14:54:00,call,390.0,2025-11-07,674,1.35,91247.55,False,call
2025-11-04,2025-11-04T10:48:00,put,358.0,2025-11-18,352,1.27,44674.45,False,put
2025-11-04,2025-11-04T14:01:00,put,393.0,2026-01-03,742,1.81,134358.04,False,put
2025-11-04,2025-11-04T11:54:00,put,357.0,2026-01-03,962,1.34,128495.53,True,put
2025-11-04,2025-11-04T09:18:00,call,388.0,2025-11-18,10,4.41,4411.94,False,call
2025-11-04,2025-11-04T13:08:00,call,387.0,2025-11-18,35,2.19,7677.57,False,call
2025-11-04,2025-11-04T10:13:00,put,354.0,2025-11-11,344,4.34,149381.59,False,put
2025-11-04,2025-11-04T15:55:00,call,358.0,2025-12-04,696,4.4,305965.26,False,call
2025-11-04,2025-11-04T14:02:00,call,360.0,2025-11-18,3,0.72,216.95,False,call
2025-11-04,2025-11-04T12:18:00,put,400.0,2025-11-11,388,2.26,87609.46,False,put
2025-11-04,2025-11-04T09:19:00,put,399.0,2026-01-03,3,4.71,1413.3,False,put
2025-11-04,2025-11-04T11:26:00,call,365.0,2025-12-04,8,3.19,2552.49,False,call
2025-11-04,2025-11-04T09:01:00,call,390.0,2025-11-07,40,4.7,18811.94,False,call
2025-11-04,2025-11-04T12:52:00,call,353.0,2026-01-03,43,2.34,10063.92,False,call
2025-11-04,2025-11-04T10:01:00,call,346.0,2025-11-18,187,2.19,40947.95,False,call
2025-11-04,2025-11-04T10:23:00,put,377.0,2025-11-07,50,4.59,22965.2,False,put
2025-11-04,2025-11-04T16:25:00,call,373.0,2025-11-11,120,2.74,32824.75,False,call
2025-11-04,2025-11-04T10:18:00,call,353.0,2025-11-18,170,1.96,33395.94,False,call
2025-11-04,2025-11-04T12:32:00,call,395.0,2026-01-03,9,1.29,1157.84,False,call
2025-11-04,2025-11-04T15:23:00,call,387.0,2025-12-04,9,2.47,2220.73,False,call
2025-11-04,2025-11-04T11:29:00,put,360.0,2025-11-11,979,4.78,467666.29,False,put
2025-11-04,2025-11-04T09:49:00,put,339.0,2025-11-07,42,0.57,2398.46,False,put
2025-11-04,2025-11-04T16:04:00,put,362.0,2025-11-18,170,1.79,30364.86,False,put
2025-11-04,2025-11-04T11:08:00,call,380.0,2025-12-04,194,1.39,26875.56,False,call
2025-11-04,2025-11-04T11:11:00,put,385.0,2025-11-11,146,4.85,70758.58,False,put
2025-11-04,2025-11-04T12:03:00,put,380.0,2025-11-18,7,2.21,1547.47,False,put
2025-11-04,2025-11-04T15:53:00,call,346.0,2026-01-03,2,1.03,206.39,False,call
2025-11-04,2025-11-04T12:55:00,put,354.0,2025-11-07,209,2.73,57050.13,False,put
2025-11-04,2025-11-04T12:03:00,put,400.0,2026-01-03,7,0.81,568.88,False,put
2025-11-04,2025-11-04T16:02:00,call,383.0,2025-12-04,1,3.31,330.81,False,call
2025-11-04,2025-11-04T14:40:00,call,402.0,2026-01-03,62,4.66,28915.73,False,call
2025-11-04,2025-11-04T13:48:00,put,392.0,2025-12-04,46,0.75,3459.33,False,put
2025-11-04,2025-11-04T11:24:00,call,357.0,2026-01-03,50,4.5,22520.77,False,call
2025-11-04,2025-11-04T12:23:00,call,403.0,2025-12-04,654,4.67,305267.75,False,call
2025-11-04,2025-11-04T16:10:00,put,406.0,2025-11-18,151,3.31,49947.7,False,put
2025-11-04,2025-11-04T10:57:00,call,407.0,2025-11-11,803,3.99,320139.16,False,call
2025-11-04,2025-11-04T12:19:00,call,378.0,2025-12-04,40,4.88,19524.54,False,call
2025-11-04,2025-11-04T16:17:00,call,401.0,2025-11-07,6,0.71,425.73,False,call
2025-11-04,2025-11-04T09:37:00,call,387.0,2025-11-11,160,2.19,35105.21,False,call
2025-11-04,2025-11-04T16:16:00,call,372.0,2025-11-07,890,4.28,381337.65,False,call
2025-11-04,2025-11-04T16:57:00,put,371.0,2025-12-04,22,1.6,3518.99,False,put
2025-11-04,2025-11-04T14:23:00,call,383.0,2025-12-04,48,3.87,18585.38,False,call
2025-11-04,2025-11-04T15:37:00,call,340.0,2026-01-03,94,1.11,10454.92,False,call
2025-11-04,2025-11-04T16:01:00,put,364.0,2025-12-04,105,1.84,19325.59,False,put
2025-11-04,2025-11-04T13:07:00,call,366.0,2026-01-03,326,4.09,133233.2,False,call
2025-11-04,2025-11-04T14:01:00,call,361.0,2025-12-04,58,4.74,27463.06,False,call
2025-11-04,2025-11-04T16:35:00,put,397.0,2025-11-11,17,1.56,2659.4,False,put
2025-11-04,2025-11-04T11:40:00,put,399.0,2026-01-03,8,1.17,937.4,False,put
2025-11-04,2025-11-04T12:13:00,call,390.0,2025-11-18,89,2.25,20008.21,False,call
2025-11-04,2025-11-04T09:50:00,call,385.0,2025-11-18,735,2.21,162144.72,False,call
2025-11-04,2025-11-04T15:01:00,put,406.0,2025-11-07,6,2.59,1551.45,False,put
2025-11-04,2025-11-04T16:13:00,put,388.0,2026-01-03,2,4.43,886.32,False,put
2025-11-04,2025-11-04T16:18:00,call,402.0,2025-11-18,211,4.54,95739.13,False,call
2025-11-04,2025-11-04T12:41:00,call,385.0,2025-11-18,736,0.93,68808.34,True,call
2025-11-04,2025-11-04T14:01:00,call,396.0,2025-11-07,2,3.78,755.14,False,call
2025-11-04,2025-11-04T11:50:00,put,367.0,2025-11-11,891,4.48,399064.73,False,put
2025-11-04,2025-11-04T09:02:00,call,378.0,2025-11-07,17,2.17,3687.85,False,call
2025-11-04,2025-11-04T09:46:00,call,362.0,2025-11-11,27,1.98,5353.71,False,call
2025-11-04,2025-11-04T14:57:00,call,382.0,2025-11-18,150,3.94,59100.33,False,call
2025-11-04,2025-11-04T15:43:00,call,367.0,2025-11-11,4,4.75,1898.34,False,call
2025-11-04,2025-11-04T09:21:00,put,381.0,2026-01-03,6,2.63,1580.69,False,put
2025-11-04,2025-11-04T10:58:00,call,376.0,2025-11-07,6,1.19,716.51,False,call
2025-11-04,2025-11-04T11:47:00,call,389.0,2026-01-03,21,0.62,1308.7,False,call
2025-11-04,2025-11-04T10:41:00,put,370.0,2025-11-07,353,1.31,46238.1,False,put
2025-11-04,2025-11-04T13:48:00,call,396.0,2025-11-18,48,2.76,13271.36,False,call
2025-11-04,2025-11-04T09:08:00,call,362.0,2025-11-11,610,2.25,137298.56,False,call
2025-11-04,2025-11-04T15:47:00,call,337.0,2026-01-03,43,1.61,6902.92,False,call
2025-11-04,2025-11-04T09:16:00,call,365.0,2026-01-03,310,3.03,94043.77,False,call
2025-11-05,2025-11-05T13:35:00,call,377.0,2025-11-12,340,3.27,111216.48,True,call
2025-11-05,2025-11-05T12:38:00,put,395.0,2025-11-08,192,4.5,86419.23,False,put
2025-11-05,2025-11-05T16:38:00,call,437.0,2026-01-04,152,2.84,43238.97,False,call
2025-11-05,2025-11-05T14:51:00,put,372.0,2025-11-12,6,1.17,704.24,False,put
2025-11-05,2025-11-05T16:07:00,call,372.0,2026-01-04,12,3.95,4736.36,False,call
2025-11-05,2025-11-05T11:01:00,call,377.0,2025-11-08,27,0.81,2174.94,False,call
2025-11-05,2025-11-05T11:15:00,put,436.0,2026-01-04,8,0.82,657.26,False,put
2025-11-05,2025-11-05T11:58:00,call,411.0,2025-11-12,16,0.57,906.79,False,call
2025-11-05,2025-11-05T10:34:00,call,374.0,2025-12-05,50,2.8,13980.67,False,call
2025-11-05,2025-11-05T15:05:00,call,405.0,2025-11-19,2,1.26,251.77,False,call
2025-11-05,2025-11-05T12:40:00,call,395.0,2026-01-04,3,1.38,412.59,False,call
2025-11-05,2025-11-05T11:37:00,call,430.0,2025-11-08,720,1.78,128004.2,False,call
2025-11-05,2025-11-05T10:37:00,put,372.0,2025-11-12,44,3.66,16087.61,False,put
2025-11-05,2025-11-05T11:20:00,put,361.0,2025-11-08,27,1.43,3872.68,False,put
2025-11-05,2025-11-05T14:27:00,call,414.0,2025-11-08,541,3.89,210479.2,False,call
2025-11-05,2025-11-05T16:02:00,call,400.0,2025-11-12,6,4.46,2675.22,False,call
2025-11-05,2025-11-05T10:56:00,call,388.0,2025-11-19,853,4.14,353182.25,False,call
2025-11-05,2025-11-05T11:34:00,call,431.0,2025-11-12,4,4.51,1802.45,False,call
2025-11-05,2025-11-05T12:15:00,call,430.0,2025-11-19,694,4.26,295964.7,False,call
2025-11-05,2025-11-05T14:38:00,put,374.0,2025-11-12,1,2.9,290.12,False,put
2025-11-05,2025-11-05T15:37:00,call,390.0,2025-11-12,228,3.39,77295.84,False,call
2025-11-05,2025-11-05T14:00:00,put,377.0,2025-11-08,3,0.81,242.03,False,put
2025-11-05,2025-11-05T15:41:00,call,417.0,2025-12-05,793,2.51,198755.43,False,call
2025-11-05,2025-11-05T12:36:00,call,387.0,2026-01-04,10,3.68,3677.83,False,call
2025-11-05,2025-11-05T10:40:00,put,419.0,2025-12-05,43,3.31,14251.24,False,put
2025-11-05,2025-11-05T11:56:00,call,382.0,2025-12-05,20,4.97,9943.21,False,call
2025-11-05,2025-11-05T13:56:00,call,365.0,2026-01-04,18,2.23,4005.67,False,call
2025-11-05,2025-11-05T13:01:00,call,373.0,2026-01-04,860,4.13,355343.73,True,call
2025-11-05,2025-11-05T11:21:00,call,376.0,2026-01-04,181,4.08,73914.38,False,call
2025-11-05,2025-11-05T15:15:00,put,403.0,2025-11-08,4,1.84,734.17,False,put
2025-11-05,2025-11-05T16:06:00,call,435.0,2026-01-04,243,2.19,53210.73,False,call
2025-11-05,2025-11-05T13:06:00,call,376.0,2025-11-08,179,1.67,29943.46,False,call
2025-11-05,2025-11-05T09:47:00,call,381.0,2025-11-12,532,2.98,158715.65,False,call
2025-11-05,2025-11-05T11:35:00,call,398.0,2026-01-04,50,4.47,22327.67,False,call
2025-11-05,2025-11-05T11:10:00,put,406.0,2025-12-05,7,4.31,3015.72,False,put
2025-11-05,2025-11-05T14:48:00,call,367.0,2025-11-08,1,2.68,268.41,False,call
2025-11-05,2025-11-05T14:26:00,put,436.0,2025-11-19,788,0.93,73432.87,False,put
2025-11-05,2025-11-05T14:53:00,put,407.0,2026-01-04,784,1.99,156152.49,False,put
2025-11-05,2025-11-05T11:17:00,call,439.0,2026-01-04,137,3.27,44827.37,False,call
2025-11-05,2025-11-05T13:59:00,call,416.0,2025-12-05,10,4.23,4232.72,False,call
2025-11-05,2025-11-05T13:33:00,put,412.0,2025-12-05,755,0.72,54133.66,False,put
2025-11-05,2025-11-05T11:12:00,put,362.0,2025-12-05,23,4.6,10575.72,False,put
2025-11-05,2025-11-05T10:27:00,put,393.0,2025-11-12,47,1.67,7862.52,False,put
2025-11-05,2025-11-05T15:22:00,put,381.0,2025-12-05,8,0.77,614.76,False,put
2025-11-05,2025-11-05T16:33:00,put,415.0,2025-11-08,128,3.88,49699.36,False,put
2025-11-05,2025-11-05T09:53:00,call,363.0,2026-01-04,191,2.23,42526.27,False,call
2025-11-05,2025-11-05T16:12:00,put,375.0,2025-11-12,2,4.93,986.63,False,put
2025-11-05,2025-11-05T09:34:00,call,432.0,2025-11-08,10,2.87,2872.34,False,call
2025-11-05,2025-11-05T11:43:00,put,423.0,2026-01-04,7,2.97,2080.0,False,put
2025-11-05,2025-11-05T10:05:00,put,434.0,2025-12-05,967,0.54,51828.68,False,put
2025-11-05,2025-11-05T14:49:00,call,434.0,2025-12-05,190,3.66,69532.55,False,call
2025-11-05,2025-11-05T09:35:00,put,377.0,2025-12-05,858,2.82,241813.83,True,put
2025-11-05,2025-11-05T13:42:00,put,400.0,2025-11-08,838,2.01,168769.8,False,put
2025-11-05,2025-11-05T11:57:00,call,420.0,2025-11-19,47,2.96,13896.64,False,call
2025-11-05,2025-11-05T13:09:00,call,362.0,2025-11-08,42,0.69,2916.41,False,call
2025-11-05,2025-11-05T11:19:00,call,412.0,2025-12-05,55,4.96,27304.44,False,call
2025-11-05,2025-11-05T09:04:00,call,437.0,2025-11-12,42,1.99,8347.7,False,call
2025-11-05,2025-11-05T09:33:00,put,418.0,2025-11-19,164,4.22,69267.82,False,put
2025-11-05,2025-11-05T10:25:00,put,427.0,2026-01-04,645,4.01,258355.41,False,put
2025-11-05,2025-11-05T11:29:00,call,413.0,2026-01-04,303,0.57,17353.6,False,call
2025-11-05,2025-11-05T14:51:00,put,364.0,2025-12-05,25,4.18,10454.02,False,put
2025-11-05,2025-11-05T13:28:00,put,434.0,2025-12-05,8,4.23,3382.65,False,put
2025-11-05,2025-11-05T10:39:00,put,422.0,2025-11-08,6,3.22,1933.71,False,put
2025-11-05,2025-11-05T14:24:00,call,374.0,2026-01-04,149,3.13,46569.95,False,call
2025-11-05,2025-11-05T15:16:00,put,387.0,2025-11-08,50,1.15,5743.65,False,put
2025-11-05,2025-11-05T13:20:00,call,388.0,2025-11-19,2,1.31,261.99,False,call
2025-11-05,2025-11-05T09:58:00,call,370.0,2025-11-12,331,4.26,141021.95,False,call
2025-11-05,2025-11-05T12:38:00,call,422.0,2025-11-19,70,3.96,27690.02,False,call
2025-11-05,2025-11-05T12:55:00,call,375.0,2025-11-08,19,4.73,8987.73,False,call
2025-11-05,2025-11-05T09:19:00,call,431.0,2026-01-04,291,1.39,40554.49,False,call
2025-11-05,2025-11-05T15:41:00,call,400.0,2026-01-04,86,4.07,34987.71,False,call
2025-11-05,2025-11-05T10:44:00,put,394.0,2025-12-05,110,1.39,15235.63,False,put
2025-11-05,2025-11-05T12:41:00,call,386.0,2025-11-19,44,0.71,3113.64,False,call
2025-11-05,2025-11-05T10:35:00,call,406.0,2025-11-12,30,3.67,11009.43,False,call
2025-11-05,2025-11-05T13:55:00,put,370.0,2025-12-05,921,1.11,102444.98,False,put
2025-11-05,2025-11-05T14:18:00,call,430.0,2025-12-05,306,1.76,53956.63,False,call
2025-11-05,2025-11-05T10:10:00,call,424.0,2025-11-08,44,1.14,5007.79,False,call
2025-11-05,2025-11-05T16:03:00,put,407.0,2025-12-05,28,4.97,13908.01,False,put
2025-11-05,2025-11-05T09:31:00,call,365.0,2025-11-12,39,4.9,19090.85,False,call
2025-11-05,2025-11-05T14:25:00,put,418.0,2025-11-08,167,3.62,60532.37,False,put
2025-11-05,2025-11-05T09:56:00,put,393.0,2025-11-19,512,4.87,249499.75,False,put
2025-11-05,2025-11-05T12:10:00,call,374.0,2026-01-04,47,1.83,8587.74,False,call
2025-11-05,2025-11-05T14:29:00,put,430.0,2025-12-05,3,3.25,974.86,False,put
2025-11-05,2025-11-05T14:34:00,call,423.0,2025-11-19,908,3.47,315388.78,False,call
2025-11-05,2025-11-05T12:00:00,call,360.0,2025-11-12,2,3.18,636.57,False,call
2025-11-05,2025-11-05T12:03:00,call,389.0,2025-11-12,31,1.38,4263.69,False,call
2025-11-05,2025-11-05T16:28:00,call,431.0,2025-11-12,27,0.73,1963.52,False,call
2025-11-05,2025-11-05T10:42:00,put,410.0,2025-11-19,5,3.05,1524.82,False,put
2025-11-06,2025-11-06T14:54:00,call,462.0,2025-11-09,43,1.11,4766.84,False,call
2025-11-06,2025-11-06T14:07:00,call,426.0,2025-11-13,66,4.32,28500.32,False,call
2025-11-06,2025-11-06T16:18:00,call,452.0,2025-11-20,40,1.52,6091.9,False,call
2025-11-06,2025-11-06T12:45:00,put,407.0,2025-12-06,566,4.64,262824.23,True,put
2025-11-06,2025-11-06T16:16:00,call,459.0,2025-11-20,43,3.61,15528.62,False,call
2025-11-06,2025-11-06T12:19:00,put,416.0,2025-12-06,3,4.7,1410.74,False,put
2025-11-06,2025-11-06T14:34:00,call,384.0,2025-11-20,115,4.08,46923.71,False,call
2025-11-06,2025-11-06T12:31:00,call,434.0,2025-12-06,842,3.93,331010.33,False,call
2025-11-06,2025-11-06T10:29:00,call,388.0,2025-12-06,6,2.93,1755.75,False,call
2025-11-06,2025-11-06T11:01:00,put,445.0,2026-01-05,33,3.52,11622.94,False,put
2025-11-06,2025-11-06T16:01:00,call,404.0,2025-11-09,7,3.33,2334.38,False,call
2025-11-06,2025-11-06T11:32:00,put,460.0,2025-11-13,174,1.58,27412.85,False,put
2025-11-06,2025-11-06T13:13:00,put,423.0,2025-11-09,23,1.64,3774.82,False,put
2025-11-06,2025-11-06T14:51:00,call,398.0,2026-01-05,2,4.21,842.38,False,call
2025-11-06,2025-11-06T12:23:00,call,404.0,2026-01-05,191,2.97,56638.33,False,call
2025-11-06,2025-11-06T10:06:00,put,384.0,2025-12-06,170,3.11,52932.69,False,put
2025-11-06,2025-11-06T10:35:00,call,415.0,2025-11-09,439,4.8,210647.44,False,call
2025-11-06,2025-11-06T15:57:00,call,455.0,2025-12-06,870,0.89,77469.61,False,call
2025-11-06,2025-11-06T10:40:00,call,433.0,2025-11-13,50,2.99,14939.74,False,call
2025-11-06,2025-11-06T15:38:00,put,457.0,2025-12-06,184,1.1,20238.61,False,put
2025-11-06,2025-11-06T09:52:00,call,461.0,2026-01-05,199,3.87,77071.69,False,call
2025-11-06,2025-11-06T12:09:00,call,410.0,2025-11-20,371,4.16,154177.67,False,call
2025-11-06,2025-11-06T11:37:00,call,415.0,2025-11-13,1,2.27,226.52,False,call
2025-11-06,2025-11-06T11:24:00,call,439.0,2025-11-09,139,1.51,20991.26,False,call
2025-11-06,2025-11-06T10:46:00,call,380.0,2025-11-13,119,1.84,21915.79,False,call
2025-11-06,2025-11-06T14:02:00,call,403.0,2025-11-20,6,2.06,1236.01,False,call
2025-11-06,2025-11-06T10:11:00,put,432.0,2025-11-13,4,3.93,1571.03,False,put
2025-11-06,2025-11-06T11:40:00,put,450.0,2026-01-05,15,1.35,2029.02,False,put
2025-11-06,2025-11-06T15:26:00,call,400.0,2026-01-05,23,3.82,8787.88,False,call
2025-11-06,2025-11-06T14:10:00,call,421.0,2026-01-05,960,1.7,163128.4,False,call
2025-11-06,2025-11-06T14:55:00,call,455.0,2025-12-06,15,3.48,5218.89,False,call
2025-11-06,2025-11-06T11:12:00,call,459.0,2026-01-05,12,0.63,759.57,False,call
2025-11-06,2025-11-06T14:07:00,call,445.0,2025-11-13,18,3.2,5766.9,False,call
2025-11-06,2025-11-06T15:06:00,call,443.0,2025-11-09,307,3.93,120497.71,False,call
2025-11-06,2025-11-06T09:51:00,call,382.0,2025-11-20,78,3.13,24417.42,False,call
2025-11-06,2025-11-06T15:26:00,put,417.0,2026-01-05,16,0.76,1215.56,False,put
2025-11-06,2025-11-06T09:55:00,call,440.0,2025-11-13,587,2.22,130564.3,False,call
2025-11-06,2025-11-06T10:28:00,call,448.0,2025-11-20,6,4.25,2547.91,False,call
2025-11-06,2025-11-06T16:17:00,put,447.0,2025-11-09,37,1.55,5745.46,False,put
2025-11-06,2025-11-06T12:00:00,call,440.0,2025-11-20,80,3.0,24020.83,False,call
2025-11-06,2025-11-06T12:32:00,call,460.0,2025-11-13,4,3.59,1436.87,False,call
2025-11-06,2025-11-06T13:34:00,call,402.0,2025-12-06,524,1.82,95539.39,False,call
2025-11-06,2025-11-06T09:14:00,put,419.0,2025-12-06,49,3.0,14719.19,False,put
2025-11-06,2025-11-06T16:41:00,put,422.0,2025-11-09,826,3.59,296631.78,False,put
2025-11-06,2025-11-06T11:09:00,call,412.0,2025-11-20,15,0.74,1104.89,False,call
2025-11-06,2025-11-06T12:09:00,put,395.0,2026-01-05,73,1.92,13979.96,False,put
2025-11-06,2025-11-06T12:20:00,put,454.0,2025-11-20,626,4.8,300641.24,False,put
2025-11-06,2025-11-06T10:36:00,put,428.0,2025-11-09,38,2.02,7692.86,False,put
2025-11-06,2025-11-06T14:38:00,call,441.0,2025-12-06,34,2.63,8936.33,False,call
2025-11-06,2025-11-06T11:46:00,call,440.0,2025-11-20,17,2.32,3950.35,False,call
2025-11-06,2025-11-06T10:36:00,call,410.0,2025-11-20,150,2.62,39334.42,False,call
2025-11-06,2025-11-06T13:01:00,put,386.0,2025-11-09,368,4.2,154640.33,True,put
2025-11-06,2025-11-06T13:08:00,put,382.0,2025-12-06,100,3.99,39899.93,False,put
2025-11-06,2025-11-06T10:45:00,put,457.0,2026-01-05,47,3.4,15972.83,False,put
2025-11-06,2025-11-06T12:49:00,call,382.0,2025-11-13,4,1.33,530.59,False,call
2025-11-06,2025-11-06T11:21:00,call,386.0,2025-11-13,44,4.34,19079.5,False,call
2025-11-06,2025-11-06T12:49:00,put,413.0,2025-11-13,55,1.13,6189.54,False,put
2025-11-06,2025-11-06T14:57:00,put,401.0,2026-01-05,21,0.7,1471.55,False,put
2025-11-06,2025-11-06T11:59:00,put,439.0,2025-11-20,45,4.57,20585.39,False,put
2025-11-06,2025-11-06T13:03:00,call,399.0,2025-11-20,35,3.53,12337.54,False,call
2025-11-06,2025-11-06T10:09:00,put,454.0,2025-11-13,28,2.93,8205.62,False,put
2025-11-06,2025-11-06T10:23:00,call,450.0,2025-11-20,29,3.22,9343.48,False,call
2025-11-06,2025-11-06T09:59:00,call,451.0,2025-11-09,8,3.77,3017.76,False,call
2025-11-06,2025-11-06T16:26:00,call,389.0,2026-01-05,89,0.74,6596.71,False,call
2025-11-06,2025-11-06T12:20:00,call,383.0,2025-12-06,24,0.69,1648.92,False,call
2025-11-06,2025-11-06T14:22:00,put,433.0,2026-01-05,61,1.03,6311.36,False,put
2025-11-06,2025-11-06T14:31:00,call,432.0,2025-11-09,23,2.42,5556.89,False,call
2025-11-06,2025-11-06T13:29:00,put,445.0,2025-12-06,920,2.17,199199.41,False,put
2025-11-06,2025-11-06T11:49:00,call,398.0,2025-11-13,3,4.56,1367.55,False,call
2025-11-06,2025-11-06T15:07:00,call,451.0,2025-11-20,96,3.46,33230.58,False,call
2025-11-06,2025-11-06T09:45:00,put,394.0,2025-11-20,29,1.83,5314.58,False,put
2025-11-06,2025-11-06T16:04:00,call,409.0,2025-11-09,182,1.35,24616.0,False,call
2025-11-06,2025-11-06T13:30:00,call,412.0,2025-11-09,17,1.6,2725.77,False,call
2025-11-06,2025-11-06T09:14:00,call,395.0,2025-12-06,45,0.75,3395.42,False,call
2025-11-06,2025-11-06T09:52:00,call,413.0,2025-11-20,200,3.02,60461.02,False,call
2025-11-06,2025-11-06T16:40:00,call,409.0,2026-01-05,638,1.8,114956.49,False,call
2025-11-06,2025-11-06T10:48:00,put,444.0,2026-01-05,150,2.7,40558.69,False,put
2025-11-06,2025-11-06T09:42:00,call,439.0,2026-01-05,23,1.07,2455.93,False,call
2025-11-06,2025-11-06T09:26:00,put,402.0,2026-01-05,1,0.71,70.64,False,put
2025-11-06,2025-11-06T14:37:00,call,414.0,2025-11-20,163,2.95,48057.4,False,call
2025-11-06,2025-11-06T09:16:00,put,440.0,2025-11-20,175,4.86,85126.47,False,put
2025-11-07,2025-11-07T16:27:00,put,451.0,2026-01-06,11,4.18,4602.71,False,put
2025-11-07,2025-11-07T10:21:00,put,423.0,2026-01-06,6,3.53,2120.22,False,put
2025-11-07,2025-11-07T16:59:00,call,459.0,2025-12-07,22,3.11,6837.5,False,call
2025-11-07,2025-11-07T12:46:00,call,475.0,2025-11-21,163,1.94,31658.47,False,call
2025-11-07,2025-11-07T16:40:00,put,436.0,2026-01-06,191,3.65,69668.32,False,put
2025-11-07,2025-11-07T16:27:00,call,424.0,2025-11-21,90,3.19,28742.66,False,call
2025-11-07,2025-11-07T11:29:00,put,457.0,2025-11-10,27,4.05,10933.6,False,put
2025-11-07,2025-11-07T10:43:00,call,451.0,2025-11-10,2,1.54,308.67,False,call
2025-11-07,2025-11-07T13:20:00,put,498.0,2025-11-14,167,4.34,72413.57,False,put
2025-11-07,2025-11-07T16:16:00,call,428.0,2026-01-06,40,3.33,13319.05,False,call
2025-11-07,2025-11-07T16:51:00,put,502.0,2025-12-07,158,0.82,13021.38,False,put
2025-11-07,2025-11-07T15:58:00,put,475.0,2025-11-10,895,0.75,67346.06,False,put
2025-11-07,2025-11-07T15:46:00,call,485.0,2025-11-14,6,1.54,923.82,False,call
2025-11-07,2025-11-07T09:55:00,put,478.0,2025-11-10,155,2.42,37484.85,False,put
2025-11-07,2025-11-07T14:38:00,put,479.0,2025-11-14,984,1.72,169475.79,False,put
2025-11-07,2025-11-07T09:28:00,call,432.0,2026-01-06,3,4.65,1394.16,False,call
2025-11-07,2025-11-07T09:57:00,call,426.0,2025-12-07,7,4.1,2870.03,False,call
2025-11-07,2025-11-07T12:51:00,put,506.0,2025-11-10,23,2.85,6547.1,False,put
2025-11-07,2025-11-07T10:53:00,put,499.0,2026-01-06,124,4.6,57096.67,False,put
2025-11-07,2025-11-07T16:39:00,put,499.0,2025-11-21,20,2.87,5746.48,False,put
2025-11-07,2025-11-07T13:04:00,call,462.0,2025-11-14,152,3.65,55413.47,False,call
2025-11-07,2025-11-07T14:06:00,call,433.0,2025-11-14,911,0.54,48777.74,False,call
2025-11-07,2025-11-07T15:25:00,put,444.0,2025-12-07,111,0.96,10684.37,False,put
2025-11-07,2025-11-07T12:04:00,call,486.0,2025-11-10,9,3.14,2826.31,False,call
2025-11-07,2025-11-07T15:08:00,call,453.0,2025-12-07,49,0.63,3102.24,False,call
2025-11-07,2025-11-07T11:15:00,put,471.0,2025-11-14,5,2.25,1123.07,False,put
2025-11-07,2025-11-07T15:30:00,call,476.0,2025-11-21,2,3.76,752.48,False,call
2025-11-07,2025-11-07T10:09:00,put,448.0,2025-11-21,45,4.28,19277.74,False,put
2025-11-07,2025-11-07T10:17:00,call,423.0,2025-11-14,9,1.27,1138.65,False,call
2025-11-07,2025-11-07T16:55:00,call,484.0,2025-11-10,9,4.56,4106.32,False,call
2025-11-07,2025-11-07T13:54:00,put,487.0,2025-11-21,105,3.26,34231.03,False,put
2025-11-07,2025-11-07T11:21:00,call,470.0,2026-01-06,6,3.64,2181.94,False,call
2025-11-07,2025-11-07T14:01:00,call,431.0,2025-12-07,109,4.92,53593.28,False,call
